"","Community","Gender","Literacy","Community_Group","Year","Income_source","Food_source","Education_HH","Education_spouse","Cons_Intervention_gen","Devel_Intervention_gen","Fish_NTZ","FFS","CGRN_Miombo","CGRN_Mangrove","VSLA","Association_Alliance"
"1441","Iarupa","Male",1,0,2008,"Fish_sale_external",NA,"Complete_secondary_or_higher","None",NA,NA,NA,NA,NA,NA,NA,NA
"1442","Pulizica","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",1,0,1,0,0,1,0,NA
"1443","Pulizica","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",1,0,1,0,0,1,0,NA
"1444","Namiepe","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,NA
"1445","Namiepe","Male",1,0,2008,"Hort_crops",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,NA
"1446","Namiepe","Male",1,0,2008,"Hort_crops",NA,"Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,NA
"1447","Nacalela","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1448","Corane","Male",0,0,2008,"Subsist_crops",NA,"None","Incomplete_primary",1,1,1,1,1,1,0,NA
"1449","Ampuitine","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1450","Mituco","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1451","Namiepe","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,NA
"1452","Namiepe","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,NA
"1453","Nacalela","Male",1,0,2008,"Fish_processing",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1454","Mavele","Male",1,0,2008,"Fruit",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1455","Nauluco","Male",1,0,2008,"Cash_crops",NA,"Complete_primary","Incomplete_primary",0,0,0,0,0,0,0,NA
"1456","Moebase","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1457","Naheco","Female",1,0,2008,"Informal_work",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1458",NA,"Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1459","Pulizica","Male",0,0,2008,"Fish_sale_external",NA,"None","None",1,0,1,0,0,1,0,NA
"1460","Pulizica","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",1,0,1,0,0,1,0,NA
"1461","Namame","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",0,1,0,1,0,0,1,NA
"1462","Namiepe","Male",0,0,2008,"Informal_work",NA,"None","None",1,1,0,1,1,0,1,NA
"1463","Namiepe","Male",0,0,2008,"Informal_work",NA,"None","None",1,1,0,1,1,0,1,NA
"1464","Hori","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1465","Macogone","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",0,1,0,1,0,0,1,NA
"1466","Pacone","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1467","Namame","Male",1,0,2008,"Cash_crops",NA,"Incomplete_primary","None",0,1,0,1,0,0,1,NA
"1468","Hori","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1469","Nacalela","Male",1,0,2008,"Fish_processing",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1470","Nauluco","Male",0,0,2008,"Fish_sale_local",NA,"None","None",0,0,0,0,0,0,0,NA
"1471","Nauluco","Male",0,0,2008,"Fish_sale_local",NA,"None","None",0,0,0,0,0,0,0,NA
"1472","Ampuitine","Female",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1473","Macogone","Female",0,0,2008,"Forraged_products",NA,"None",NA,0,1,0,1,0,0,1,NA
"1474","Natere","Male",0,0,2008,NA,NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1475","Natere","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1476","Pulizica","Male",0,0,2008,"Subsist_crops",NA,"None","None",1,0,1,0,0,1,0,NA
"1477","Tipane","Male",1,0,2008,"Fish_sale_external",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1478","Namiepe","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","None",1,1,0,1,1,0,1,NA
"1479","Macogone","Male",1,0,2008,"Fruit",NA,"Complete_primary","None",0,1,0,1,0,0,1,NA
"1480","Mucoroma","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1481","Mtopa","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1482","Ampuitine","Male",1,0,2008,"Fish_processing",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1483","Pacone","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1484","Pacone","Male",1,0,2008,"Cash_crops",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1485","Pacone","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"1486","Solulo","Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1487","Nauluco","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",0,0,0,0,0,0,0,NA
"1488","Mucoroma","Female",0,0,2008,"Fish_sale_external",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1489","Nauluco","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",0,0,0,0,0,0,0,NA
"1490","Nauluco","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",0,0,0,0,0,0,0,NA
"1491","Nauluco","Female",0,0,2008,"Subsist_crops",NA,"None","None",0,0,0,0,0,0,0,NA
"1492","Mtopa","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1493","Pulizica","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",1,0,1,0,0,1,0,NA
"1494",NA,"Male",1,0,2008,"Cash_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1495","Macogone","Male",1,0,2008,"Fish_sale_local",NA,"Complete_primary","Complete_primary",0,1,0,1,0,0,1,NA
"1496","Lalaue","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1497","Lalaue","Male",1,0,2008,NA,NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1498",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1499","Namichir","Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1500",NA,"Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1501","Namiepe","Male",0,0,2008,"Subsist_crops",NA,"None","None",1,1,0,1,1,0,1,NA
"1502","Mucoroma","Male",0,0,2008,"Fish_sale_external",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1503","Nacocolo","Male",0,0,2008,NA,NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1504","Nauluco","Male",1,0,2008,"Transportation",NA,"Incomplete_primary",NA,0,0,0,0,0,0,0,NA
"1505",NA,"Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1506","Munar","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"1507","Tipane","Male",1,0,2008,"Informal_work",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1508","Pulizica","Male",1,0,2008,"Fish_sale_local",NA,"Incomplete_primary","None",1,0,1,0,0,1,0,NA
"1509","Mituco","Female",0,0,2008,"Cash_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1510",NA,"Male",1,0,2008,"Fish_processing",NA,"Incomplete_secondary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1511","Pulizica","Male",0,0,2008,"Informal_work",NA,"None","None",1,0,1,0,0,1,0,NA
"1512","Pulizica","Male",0,0,2008,"Forraged_products",NA,"None","None",1,0,1,0,0,1,0,NA
"1513",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1514","Nacalela","Male",0,0,2008,"Fish_sale_external",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1515","Namame","Male",1,0,2008,"Subsist_crops",NA,"None","None",0,1,0,1,0,0,1,NA
"1516","Namiepe","Male",1,0,2008,"Forraged_products",NA,"Incomplete_primary","Incomplete_primary",1,1,0,1,1,0,1,NA
"1517",NA,"Male",1,0,2008,"Fish_processing",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1518",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1519",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1520","Tipane","Male",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521","Munar","Male",0,0,2008,"Fish_sale_local",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1522",NA,"Male",0,0,2008,"Fish_sale_local",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1523",NA,"Male",0,0,2008,"Fish_sale_external",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1524","Nauluco","Female",0,0,2008,"Sell_drinks",NA,"None",NA,0,0,0,0,0,0,0,NA
"1525","Mituco","Male",0,0,2008,"Subsist_crops",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526",NA,"Female",1,0,2008,"Informal_work",NA,"Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527",NA,"Male",0,0,2008,"Fish_processing",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1528","Mavele","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1529",NA,"Male",1,0,2008,"Fish_sale_local",NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530","Namame",NA,0,0,2008,"Subsist_crops",NA,"None","None",0,1,0,1,0,0,1,NA
"1531","Namame",NA,1,0,2008,"Subsist_crops",NA,"Complete_primary","Illiterate",0,1,0,1,0,0,1,NA
"1532",NA,"Male",1,0,2008,"Informal_work",NA,"Incomplete_secondary","Incomplete_secondary",NA,NA,NA,NA,NA,NA,NA,NA
"1533","Tipane","Male",1,0,2008,"Informal_work",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1534","Tipane","Male",0,0,2008,"Subsist_crops",NA,"None","None",NA,NA,NA,NA,NA,NA,NA,NA
"1535","Nanheua","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1536",NA,"Male",0,0,2008,"Informal_work",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1537","Pacone","Male",1,0,2008,"Subsist_crops",NA,"Incomplete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1538","Nambui","Male",1,0,2008,"Fish_sale_external",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1539","Namichir","Male",1,0,2008,"Informal_work",NA,"Complete_secondary_or_higher","Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1540","Namame","Male",1,0,2008,"Animal_husbandry",NA,"Complete_primary","None",0,1,0,1,0,0,1,NA
"1541","Nauluco","Female",0,NA,2008,NA,NA,"None",NA,0,0,0,0,0,0,0,0
"1542","Namame","Male",1,NA,2008,NA,NA,"Complete_primary","Illiterate",0,1,0,1,0,0,1,0
"1543","Nauluco","Female",0,NA,2008,NA,NA,"None",NA,0,0,0,0,0,0,0,0
"1544",NA,"Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1545",NA,"Male",1,0,2008,"Informal_formal_business",NA,"Incomplete_primary","None",NA,NA,NA,NA,NA,NA,NA,0
"1546",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1548",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1553",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1554",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1555",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1556",NA,NA,NA,NA,2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1557",NA,"Male",1,NA,2008,NA,NA,"Complete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1558",NA,"Female",0,NA,2008,"Informal_formal_business",NA,"Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1559","Namame","Male",1,1,2008,"Informal_formal_business",NA,"Complete_primary","None",0,1,0,1,0,0,1,0
"1560",NA,"Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","Namame","Male",1,0,2008,"Informal_work",NA,"Complete_primary","Incomplete_primary",0,1,0,1,0,0,1,NA
"1562",NA,"Male",0,0,2008,NA,NA,"None",NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563","Murateia","Male",1,0,2008,"Fish_sale_external",NA,"Complete_primary","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1564","Munar","Male",1,0,2008,"Subsist_crops",NA,"Complete_primary","Illiterate",NA,NA,NA,NA,NA,NA,NA,NA
"1565",NA,"Male",1,0,2008,"Transportation",NA,"Incomplete_secondary","None",NA,NA,NA,NA,NA,NA,NA,NA
"1566","Mavele","Male",0,0,2008,"Informal_formal_business",NA,"None","Incomplete_primary",NA,NA,NA,NA,NA,NA,NA,NA
"1567","Manene","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1568","Manene","Male",0,0,2014,"Cash_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1569","Manene","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1570","Manene","Male",1,0,2014,"Cash_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1571","Manene","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1572","Manene","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1573","Manene","Female",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1574","Manene","Female",0,1,2014,"Cash_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1575","Manene","Male",1,1,2014,"Cash_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1576","Manene","Female",0,1,2014,"Informal_work","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1577","Manene","Female",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1578","Manene","Female",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1579","Manene","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1580","Manene","Female",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1581","Manene","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1582","Manene","Female",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1583","Manene","Male",1,1,2014,"Subsist_crops","Cash_crops",NA,NA,1,1,0,1,0,1,0,0
"1584","Manene","Male",0,1,2014,"Cash_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1585","Manene","Male",1,0,2014,"Fish_sale_local","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1586","Manene","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1587","Manene","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1588","Manene","Female",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1589","Manene","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1590","Manene","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1591","Manene","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1592","Manene","Male",1,0,2014,"Other","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1593","Manene","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1594","Manene","Male",0,0,2014,"Other","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1595","Manene","Male",0,1,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1596","Manene","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1597","Manene","Female",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1598","Manene","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1599","Manene","Male",0,0,2014,"Other","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1600","Manene","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1601","Manene","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1602","Manene","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1603","Manene","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1604","Manene","Male",0,1,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1605","Manene","Male",0,0,2014,"Fruit","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1606","Manene","Male",0,1,2014,"Informal_formal_business","Subsist_crops",NA,NA,1,1,0,1,0,1,0,1
"1607","Manene","Male",0,0,2014,"Fruit","Subsist_crops",NA,NA,1,1,0,1,0,1,0,0
"1608","Thapua","Male",0,0,2014,"Cash_crops","Cash_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1609","Thapua","Female",0,0,2014,"Cash_crops","Cash_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1610","Thapua","Male",0,0,2014,"Cash_crops","Cash_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1611","Thapua","Male",1,1,2014,"Cash_crops","Cash_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1612","Thapua","Female",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1613","Thapua","Female",0,0,2014,NA,"Other",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1614","Thapua","Male",0,0,2014,"Fish_sale_local","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1615","Thapua","Male",NA,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1616","Thapua","Female",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1617","Thapua","Female",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1618","Thapua","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1619","Thapua","Male",0,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1620","Thapua","Female",0,1,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1621","Thapua","Male",1,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1622","Thapua","Male",0,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1623","Thapua","Male",1,1,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1624","Thapua","Male",1,1,2014,"Cash_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1625","Thapua","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1626","Thapua","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1627","Thapua","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1628","Thapua","Male",NA,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1629","Thapua","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1630","Thapua","Male",0,0,2014,"Informal_work","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1631","Thapua","Male",0,1,2014,"Informal_formal_business","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1632","Thapua","Male",1,1,2014,"Informal_formal_business","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1633","Thapua","Female",0,0,2014,"Cash_crops","Cash_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1634","Thapua","Male",0,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1635","Thapua","Male",1,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1636","Thapua","Female",0,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1637","Thapua","Male",0,0,2014,"Cash_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1638","Thapua","Male",1,0,2014,"Fish_sale_local","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1639","Thapua","Male",0,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1640","Thapua","Male",0,0,2014,"Transportation","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1641","Thapua","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1642","Thapua","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1643","Thapua","Male",NA,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1644","Thapua","Male",1,1,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1645","Thapua","Male",1,0,2014,"Informal_work","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1646","Thapua","Male",1,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1647","Thapua","Male",1,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1648","Thapua","Male",1,1,2014,"Informal_formal_business","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1649","Thapua","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1650","Thapua","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1651","Thapua","Male",1,0,2014,"Fish_sale_local","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1652","Thapua","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1653","Thapua","Male",0,0,2014,"Subsist_crops","Fish_sale_local",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1654","Thapua","Male",0,0,2014,"Cash_crops","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1655","Thapua","Male",1,0,2014,"Fish_sale_local","Cash_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1656","Thapua","Male",1,1,2014,"Cash_crops","Fish_sale_local",NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"1657","Thapua","Male",0,0,2014,"Fish_sale_local","Cash_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1658","Thapua","Male",1,0,2014,"Informal_formal_business","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1659","Thapua","Male",0,0,2014,"Other","Subsist_crops",NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"1660","Corane","Male",1,0,2014,"Fish_sale_local","Fish_sale_local",NA,NA,1,1,1,1,1,1,0,0
"1661","Corane","Male",1,1,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,1,1,1,1,0,1
"1662","Corane","Male",1,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,1,1,1,1,0,0
"1663","Corane","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,1,1,1,1,0,0
"1664","Corane","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,1,1,1,1,0,0
"1665","Corane","Male",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,1,1,1,1,0,0
"1666","Corane","Male",1,1,2014,"Subsist_crops","Cash_crops",NA,NA,1,1,1,1,1,1,0,1
"1667","Corane","Female",0,0,2014,"Subsist_crops","Subsist_crops",NA,NA,1,1,1,1,1,1,0,0
